CSTRAT,ELAB,MEMO,READING,ESCS,GENDER,IMMIGR
0.4861,1.1676,0.6832,413.95,1.2943,0,0
0.2159,1.4986,-0.9276,532.86,1.2393,1,0
-0.8077,0.6034,0.6832,399.2,0.4109,0,0
-0.2945,0.6034,-0.5436,437.68,0.4206,0,0
-1.3664,-0.2743,-0.2055,406.58,-0.2849,0,0
0.7826,0.3277,0.395,595.93,1.1069,0,0
-1.0786,0.8778,-1.9702,580.22,0.5429,0,0
2.504,1.4986,1.3297,575.29,0.0992,1,1
-1.0786,-0.2743,-0.5436,365.33,-0.7251,1,1
-1.6827,-0.6208,-1.3817,393.53,-0.9313,1,1
-0.2945,0.0385,0.1036,544.78,-0.1003,1,0
-0.0411,0.6034,1.3297,379.7,-0.3325,1,1
-0.0411,0.3277,0.6832,634.71,-0.8171,1,1
-1.0786,-0.2743,-0.5436,605.55,0.0317,1,0
-0.5485,0.3277,-1.3817,465.26,0.7591,1,0
0.2159,-1.5227,0.1036,508.95,0.054,1,1
-0.0411,-0.2743,0.395,330.93,0.7591,1,1
0.2159,-0.6208,-0.9276,384.55,-0.6704,1,1
1.6056,-1.0185,-0.9276,696.67,0.902,1,0
-1.0786,-0.6208,-1.3817,488.78,-0.3272,1,0
0.2159,-2.4098,0.1036,604.44,-0.1769,1,0
-0.2945,0.0385,-0.2055,654.88,-0.891,1,0
-0.2945,-2.4098,-0.2055,520.95,-0.6109,1,1
-0.8077,0.3277,-0.5436,420.22,-0.9807,1,1
-0.8077,-0.2743,0.6832,417.12,-0.7907,1,1
2.504,-1.5227,0.9843,524.92,-1.8167,1,1
-1.1021,-0.2743,0.395,462.88,-0.3416,1,1
-0.2945,-0.6208,-1.3817,675.86,-0.0179,1,0
-0.0411,0.3277,0.6832,264.28,-0.8534,0,1
0.7826,0.8778,0.6832,422.13,-0.7496,0,0
-2.5423,-1.0185,-1.3817,394.63,-1.287,0,1
-0.0411,-0.2743,0.6832,489.87,-0.0824,0,0
2.504,0.8778,0.6832,532.12,-0.081,0,1
-0.2945,-0.2743,-1.3817,387.34,-0.4408,0,0
-0.5485,-0.6208,-0.2055,496.13,-1.1033,0,1
1.1341,0.0385,0.9843,653.65,-1.3166,0,0
-0.0411,0.6034,0.1036,462.54,1.3877,0,0
-0.0411,-0.2743,0.1036,451.95,0.638,0,1
0.2159,-0.6208,-0.5436,520.42,0.284,0,0
1.6056,0.0385,2.6934,417.4,-0.4435,0,0
-2.5423,-1.5227,-3.0191,385.25,0.008,0,0
1.1341,0.0385,0.6832,377.8,-1.4206,0,1
0.2159,-0.2743,0.395,408.82,-0.3218,0,0
0.7826,0.6034,0.395,623.11,1.1023,0,0
-0.2945,0.6034,0.1036,518.57,-0.2135,0,9999
-0.2945,-2.4098,0.9843,459.57,-0.9872,0,1
0.4861,0.6034,0.1036,480.12,0.1816,1,0
-0.2945,0.0385,0.395,327.27,-1.4308,1,0
-0.0411,0.0385,0.395,408.54,-0.9998,1,0
-0.2945,0.3277,0.9843,424.11,-0.38,1,0
-0.8077,-1.0185,-0.2055,328.86,-0.8896,1,0
-1.0786,-0.2743,-0.5436,409.73,-1.0769,1,0
0.2159,0.0385,0.6832,424.75,-0.3894,1,0
1.6056,0.8778,0.9843,433.64,-0.7827,1,0
1.1341,0.8778,0.9843,369.93,-0.5445,1,0
0.4861,0.0385,0.0682,455.65,-0.0592,1,0
1.1341,1.4986,1.7893,345.78,-0.7015,1,0
-0.2945,0.8778,-0.2055,471.22,-0.8287,1,0
-0.0411,0.0385,0.7412,465.18,-0.7507,0,0
0.4861,-0.2743,0.395,365.61,0.8209,0,0
-0.2945,0.0385,0.1036,473.76,0.7855,0,0
0.7826,1.1676,0.9843,356.55,0.1636,0,0
-0.5485,0.8778,0.6832,378.52,-0.1952,0,0
-1.6827,-1.5227,-0.9276,350.86,-2.2908,0,0
-0.8077,-0.6208,-0.2055,503.74,0.891,0,0
1.1341,1.1676,1.3297,466.78,0.297,0,0
-0.8077,0.0385,0.6832,408.02,-1.733,0,0
0.4861,1.4986,0.9843,328.17,-0.4311,0,0
-0.2945,0.0385,0.1036,396.64,-0.9998,0,0
-2.5423,-0.6208,-0.9276,401.69,-0.155,0,0
-0.2945,0.0385,-0.5436,314.07,-0.0766,0,0
-1.0786,-0.2743,-0.5436,343.81,0.4357,0,0
-2.0532,0.6034,-0.2055,323.61,-1.4308,0,0
-0.2945,0.8778,0.6832,412.35,0.3087,0,0
-0.2945,0.8778,0.6832,431.98,0.1283,1,0
-1.3664,-2.4098,0.9843,521.27,0.6116,1,0
-1.3664,-2.4098,-0.5436,622.55,0.6054,1,0
-0.5485,-0.6208,0.395,540.81,0.6124,1,0
-0.0411,-1.5227,-0.2055,490.13,-0.4,1,0
0.7826,0.0385,-0.2055,537.87,1.1304,1,0
0.7826,-1.0185,0.9843,487.58,-0.4478,1,0
-0.2945,1.1676,0.6832,348.88,-0.9079,1,0
-1.6827,0.3277,0.6832,513.88,-0.3218,1,0
-0.8077,-0.2743,0.9843,427.69,-0.7178,1,0
0.2159,1.9347,-1.3817,579.34,0.5429,1,0
-0.8077,-1.0185,1.3297,590.3,1.0277,1,0
2.504,2.7571,1.3297,532.86,1.06,1,1
0.2159,0.8778,0.6832,497.43,1.638,1,0
0.4861,-1.5227,1.3297,546.05,0.1095,1,0
2.504,0.0385,-0.5436,558.29,1.3971,1,0
1.3618,1.4986,1.7893,538.58,0.9912,1,0
-0.5485,0.0385,-0.5436,613.34,0.4777,1,1
-0.5485,0.6034,1.7893,399.2,0.7108,0,0
-0.8077,-0.2743,0.395,350.38,-0.0212,0,0
0.2159,0.8778,0.6832,426.7,-0.2413,0,0
1.6056,1.1676,-0.9276,509.35,-0.8904,0,0
-0.2945,0.6034,1.3297,541.58,1.1931,0,0
0.7826,0.0385,1.3297,566.99,-0.1267,0,0
-0.0411,0.8778,0.6832,464.94,1.2389,0,0
0.2159,0.3277,2.6934,346.53,0.0728,0,0
-0.0411,0.8778,0.6832,445.38,-0.7339,0,0
-1.6827,-0.6208,-1.9702,584.23,0.21,0,0
-0.2945,0.8778,0.9843,411.23,-0.3433,0,0
0.4861,0.0385,0.6832,371.38,1.2885,0,0
-0.8077,0.0385,-0.2055,548.88,0.9548,0,0
1.6056,1.1676,0.395,564.27,-0.7478,0,0
-3.4531,-2.4098,-3.0191,447.06,-0.9977,0,0
0.4861,0.6034,0.1036,575.01,0.4206,0,0
-0.5485,-1.0185,-0.5436,525.79,0.1399,1,0
0.7826,0.0385,-1.3817,637.65,0.2649,1,0
0.2994,-1.0185,1.3297,568.06,-0.764,1,0
-1.6827,-1.5227,-1.9702,591.01,0.3175,1,0
-1.0786,-0.2743,-0.9276,422.84,0.3193,1,0
0.2159,-2.4098,1.3297,449.45,0.6376,1,9999
0.7826,2.7571,-0.2055,454.93,-0.1782,1,0
-0.0411,0.8778,0.9843,420.93,-0.4736,1,0
2.228,-0.7394,2.6934,524.6,0.1649,1,0
0.2159,1.1676,-0.5436,583.31,0.8209,1,0
0.2159,0.3277,0.395,506.89,-0.2,1,0
1.6056,0.8778,-0.9276,648.05,1.8729,1,0
0.2159,0.6034,0.9843,534.53,-0.4686,1,0
0.7826,0.0385,0.6832,530.4,1.1931,1,0
-0.8077,1.9347,0.395,623.11,0.8861,1,0
-0.0411,0.0385,-0.9276,535.49,1.1333,0,0
0.2994,0.3277,0.395,539.34,0.922,0,0
-0.2945,-0.6208,-0.2055,450.67,-0.3205,0,0
-1.3664,-0.6208,-1.3817,592.33,1.5291,0,0
0.2159,-2.4098,-0.5436,488.67,1.0474,0,0
-1.0786,-2.4098,-0.9276,577.25,1.8729,0,1
0.2159,0.6034,0.1036,649.32,1.1846,0,0
0.2159,0.3277,0.395,506.87,1.6116,0,0
-1.6827,-1.0185,-1.9702,472.32,-0.1526,0,0
-0.0411,0.3277,0.6832,558.5,2.028,0,0
0.2159,0.0385,-0.2055,553.77,0.051,0,0
-0.5485,-0.2743,-1.3817,683,0.6915,0,0
1.1341,1.1676,-0.9276,621.51,1.3179,0,0
-1.6827,-0.2743,-1.3817,474.72,0.8492,0,0
-1.6827,-1.5227,-1.3817,533.64,-0.3272,0,0
1.1341,-1.0185,0.1036,495.85,0.9984,1,0
1.1341,-2.4098,-0.9276,551.85,1.3971,1,0
-1.0786,-0.2743,-0.5436,465.66,-0.1564,1,0
-0.5485,-0.2743,0.1036,587.04,2.028,1,1
-0.0411,-0.6208,1.3297,498.07,1.1931,1,0
0.7826,0.3277,0.6832,650.83,1.0277,1,0
-0.0411,0.0385,-0.5436,699.37,0.6844,1,0
-0.0411,0.6034,0.9843,527.3,0.2385,1,0
0.2159,0.8778,-0.2055,513.96,1.4018,1,0
-0.2945,1.1676,-0.9276,598.74,0.315,0,0
0.7826,0.3277,1.7893,602.91,1.5293,0,0
1.6056,0.6034,0.1036,503.98,1.5528,0,0
0.7826,-1.0185,0.1036,573.65,0.3511,0,0
0.2159,0.6034,-1.9702,678.43,1.3179,0,0
-0.2945,0.0385,0.1036,497.01,0.9228,0,0
2.504,1.4986,0.9843,474.8,0.4532,0,0
0.2159,-0.2743,-1.3817,537.01,0.5569,0,0
-0.5485,0.6034,-1.9702,540.22,-0.5006,0,9999
-0.5485,-1.0185,-0.5436,462.4,-0.2216,1,1
0.2159,0.6034,-0.9276,555.51,-0.4996,1,0
-0.0411,0.8778,1.3297,436.27,-0.5227,1,0
-0.2945,-2.4098,-0.2055,486.71,0.9492,1,0
-1.0786,-0.2743,-0.5436,373.27,0.1314,1,0
0.2159,0.0385,2.6934,558.76,-0.6823,1,0
-1.6827,-0.6208,1.3297,415.13,-0.3783,1,0
-1.0786,-0.2743,-0.9276,416.09,-0.9617,1,0
-0.2945,0.8778,-0.2055,618.82,-0.0879,1,0
-0.0411,0.6034,0.6832,516.18,0.353,1,0
0.2159,0.6034,-0.9276,630.1,0.8861,1,0
1.1341,0.6034,0.395,642.41,-0.0748,1,0
0.4861,0.3277,0.9843,374.06,-0.5795,1,0
2.504,0.6034,2.6934,537.55,0.136,1,0
-0.5485,0.8778,-1.3817,415.8,-1.2051,0,0
-1.0786,-0.6208,-0.5436,405.14,-0.38,0,0
2.504,2.7571,2.6934,446.18,0.5609,0,0
-0.5485,-1.5227,0.395,463.98,0.4289,0,0
1.1341,0.8778,0.9843,630.33,1.0248,0,0
-3.4531,-2.4098,-3.0191,295.79,0.5429,0,0
0.7826,0.0385,-0.5436,581.98,-0.0984,0,0
0.7826,0.6034,-1.9702,690.05,0.9125,0,0
-1.0786,-0.2743,-0.9276,378.12,-1.0031,0,0
0.4861,1.1676,0.1036,519.45,-0.8923,0,0
-0.8077,0.0385,-0.5436,366.66,0.1256,0,0
-0.8077,-1.5227,-1.9702,559.87,-0.959,1,0
-0.8077,-0.2743,-0.9276,490.13,0.5479,1,0
9999,9999,9999,517.13,0.4527,0,0
-0.0411,0.0385,-0.2055,667.04,0.8235,1,0
0.2159,-0.2743,0.1036,676.65,0.8069,1,0
-0.2945,-0.2743,0.1036,499.74,0.4732,1,1
0.4861,0.3277,0.395,447.07,-0.7214,1,1
-0.0411,-2.4098,-0.2055,564.96,0.7922,1,1
0.2159,0.0385,0.6832,616.36,-0.3638,1,0
-0.5485,-2.4098,0.1036,500.69,1.3179,1,1
-0.5485,0.8778,0.1036,451.28,-0.3638,1,1
-0.0411,-1.5227,0.1036,520.95,0.1466,1,0
1.1341,0.0385,0.6832,392.34,0.3565,1,0
0.7826,0.3277,-0.5436,539.06,0.1864,1,0
-0.2945,-2.4098,0.6832,548.75,-1.0811,1,1
0.4861,1.1676,0.1036,471.85,0.586,1,0
2.504,0.3277,0.1036,533.26,0.0213,1,0
0.7826,1.1676,-0.2055,509.75,-0.256,1,0
-2.5423,-1.5227,-3.0191,429.83,-0.4619,0,1
-0.2945,-0.6208,0.395,577.9,0.7124,0,0
-0.9688,-1.3083,-0.9276,248.25,-2.2085,0,1
-0.0411,0.3277,2.6934,422.93,-0.3926,0,0
-1.0786,-1.0185,-1.9702,545.35,0.2307,0,0
0.4861,-0.3814,0.6832,548.31,1.5528,0,0
-1.0918,-0.6208,-1.9025,309.66,0.7454,0,0
-0.2945,-0.6208,0.1036,405.14,-0.3905,0,0
1.1341,-1.0185,0.9843,482.42,0.1811,0,1
0.2159,1.1676,0.6832,493,0.0336,0,1
0.7826,1.1676,0.6832,337.47,-0.1532,0,1
-3.4531,-1.5227,-1.3817,517.29,-0.3847,0,1
1.6056,1.4986,1.3297,590.16,1.9521,0,0
0.2159,-0.6208,-0.2055,616.22,0.0072,0,1
-0.2945,0.0385,-0.5436,644.84,0.064,0,1
0.7826,-0.7394,-0.5436,477.5,-0.0659,1,1
2.504,0.6034,0.9843,566.59,1.3212,0,0
-1.6827,-1.5227,-0.5436,379.32,-0.9798,0,0
1.1341,-0.2743,0.6832,698.95,0.0009,0,0
0.2159,-0.6208,-0.2055,458.99,-0.2323,1,1
0.7826,0.0385,0.1036,625.73,1.4018,1,0
0.2159,0.8778,0.1036,589.11,0.3962,1,0
-0.5485,-0.2743,0.1036,444.29,-0.9079,1,1
0.2159,0.6034,-0.5436,514.04,-0.6851,1,1
-0.0411,0.3277,0.9843,555.11,-1.2202,1,1
-0.8077,0.3277,-0.9276,497.43,-1.6952,1,1
-0.0411,1.4986,1.3297,443.02,0.613,1,0
0.2159,0.0385,1.3297,511.42,0.5229,1,0
-0.0411,-0.2743,0.1036,658.38,1.4472,1,0
0.4861,0.6034,0.6832,403.7,-1.891,1,1
1.1341,0.3277,-0.2055,667.04,-0.2941,1,0
-0.8077,-0.6208,0.1036,457.24,-1.1867,1,1
0.2159,0.8778,0.6832,514.04,-0.3184,1,0
-1.0786,-0.2743,-1.3817,437.54,-1.0558,1,9999
0.4861,0.0385,0.395,574.77,0.1927,0,0
-1.0786,1.1676,-0.2055,377.8,-1.3823,0,1
2.504,1.9347,2.6934,533.24,1.1139,0,1
-0.5485,0.0385,0.1036,340.6,1.0875,0,0
0.2159,0.3277,0.6832,409.95,-1.6694,0,1
9999,9999,9999,545.75,-0.9268,0,0
-0.2945,-1.5227,-0.9276,742.32,1.2885,0,0
-2.0532,-1.5227,-0.9276,532.28,0.2428,0,0
-0.0411,1.4986,-0.2055,446.74,-1.0825,0,0
-0.2945,-1.5227,0.6832,640.03,0.4637,0,1
1.6056,-0.2743,-1.9702,608.68,0.6929,0,0
-3.4531,-2.4098,-3.0191,344.93,9999,0,1
1.1341,0.8778,-0.5436,474.48,0.0133,0,0
0.4861,0.0385,0.1036,491.23,0.3606,0,0
0.5878,0.3277,0.1036,338.28,0.136,0,1
-0.5485,0.3277,-0.2055,511.44,1.5528,0,0
-0.0118,0.0385,0.9843,397.42,0.4109,1,0
2.504,1.9347,1.3297,507.52,-1.0775,1,0
-1.0786,-0.6208,-0.9276,243.62,0.1372,1,0
0.2159,0.8778,0.6832,489.33,-0.7509,1,0
-0.0411,0.6034,0.6832,529.29,-0.5644,1,1
-1.6827,-2.4098,-0.9276,596.34,0.0441,1,1
-0.0411,-0.2743,0.395,493.62,-0.2413,1,0
0.2159,0.6034,0.395,533.02,-0.6858,1,1
-0.0411,0.6034,0.6832,405.92,-0.494,1,0
0.7826,1.4986,1.7893,354.52,-1.0975,1,1
-0.0462,-0.5318,0.6092,314.48,-0.3843,1,1
0.7826,0.8778,0.1036,430.07,0.1547,1,1
-1.0786,-0.2743,-0.5436,435.95,-0.0713,1,1
0.2159,-1.0185,0.1036,459.94,-1.8737,1,0
-0.5485,0.0385,-0.5436,502.84,0.0952,1,0
-0.5485,0.1201,-0.2055,549.44,-0.4454,0,1
9999,9999,9999,314.47,-1.2325,0,1
-0.8077,-0.2743,-0.2055,423.09,-0.9187,0,1
0.2159,1.1676,0.6832,454.68,0.0558,0,0
-0.0763,1.0335,0.6832,437.36,-0.5472,0,1
-0.5485,0.0385,0.395,376.6,-0.8604,0,1
0.254,0.8778,0.6832,428.62,-0.9127,0,1
-0.0411,0.6034,1.3297,513.28,-0.4753,0,1
-1.0786,-1.5227,-0.5436,454.6,-0.1575,0,1
-1.0786,-0.2743,-0.5436,476,-1.0567,0,1
-0.0411,-1.5227,0.6832,539.38,-0.5545,1,1
-0.0411,0.6034,0.395,468.12,0.2712,1,0
1.6056,-1.5227,0.1036,501.8,1.1403,1,0
-0.0411,-0.6208,0.6832,501.96,-0.395,1,0
0.2159,1.4986,0.6832,486.71,0.064,1,0
1.6056,1.1676,2.6934,461.85,-2.0734,1,1
0.7826,0.8778,1.3297,658.22,1.0973,1,0
-0.8077,-1.0185,-1.9702,399.01,0.0586,1,0
0.7826,-0.2743,0.6832,425.86,-1.9061,1,1
1.6056,2.7571,0.395,623.43,0.1065,1,0
-1.0786,-0.6208,0.1036,551.85,0.5319,1,0
-0.0411,0.8778,0.9843,346.34,-1.7851,1,1
-0.0411,-0.2743,0.395,508.48,0.6845,1,0
0.2159,-1.5227,0.1036,508.4,-1.6135,1,1
-0.5485,0.6034,0.6832,455.33,-1.6254,1,1
0.7826,0.3277,-0.5436,528.81,0.3381,1,0
-1.3664,-0.2743,0.1036,386.54,-0.4783,1,1
1.6056,0.3277,0.9843,407.51,-1.0769,1,0
-1.0786,-0.6208,1.3297,529.85,-0.4672,1,0
1.6056,1.9347,1.3297,572.58,0.1927,1,0
0.2159,-0.2743,0.6832,454.62,0.7637,1,0
1.1341,-1.5227,1.3297,468.31,-0.072,0,0
-3.4531,-2.4098,-3.0191,559.08,0.8282,1,0
-0.8077,-1.0185,-0.5436,359.12,-0.8135,0,0
-0.0411,-1.0185,-0.5436,490.59,0.262,0,0
0.2159,-0.2743,1.3297,534.12,0.6576,0,1
-1.0786,-2.4098,-1.9702,589.92,0.5022,0,0
0.2159,0.6034,0.395,569.48,-0.6159,0,9999
-0.2945,0.0385,0.395,629.76,0.6852,0,0
-2.0532,-0.2743,-0.9276,373.39,0.1364,0,0
0.4861,0.6034,0.6832,475.6,-1.0505,0,1
-3.4531,-2.4098,-3.0191,415.08,0.4106,0,0
-0.8077,-2.4098,-1.3817,470.79,-0.3921,0,0
-0.8077,-0.6208,-0.2055,449.47,-2.373,0,1
-0.0411,-0.2743,-0.2055,576.29,0.8513,0,0
0.2159,0.8778,-0.5436,504.54,0.7358,0,0
-1.0786,-2.4098,-0.9276,411.07,0.1637,0,0
-1.6827,-1.5227,-3.0191,457.16,-1.2688,0,0
1.6056,0.8778,-0.2055,517.85,0.3962,1,0
1.1341,-0.6208,-0.5436,649.32,0.0133,1,0
1.1341,-1.0185,-0.5436,543.03,0.0009,1,0
0.2159,-1.0185,-0.5436,464.71,0.4817,1,0
0.2159,-0.2743,0.395,470.35,0.317,1,0
0.4861,0.6034,-0.9276,565.04,1.0541,1,0
0.2159,0.3277,0.395,573.3,0.5289,1,0
0.7826,1.1676,-0.2055,493.62,0.5324,1,0
1.1341,-0.2743,0.1036,517.37,-0.2059,1,0
1.1341,-0.6208,0.395,492.51,1.6683,1,0
0.7826,-1.0185,0.1036,461.53,1.06,1,0
-0.2945,-0.2743,0.395,558.6,0.0477,1,0
-0.0411,-0.6208,0.395,517.77,-0.1143,1,0
-0.0411,-2.4098,-0.2055,450.49,-0.2149,1,0
0.4861,0.8778,0.6832,572.98,0.7104,1,0
0.4861,0.0385,0.395,566.55,0.9389,1,0
-1.3664,-1.0185,-0.5436,320.84,0.1364,1,0
0.2159,0.3277,0.395,520.01,0.6318,0,0
0.4861,-0.2743,1.3297,502.46,1.1667,0,0
0.2159,0.6034,0.395,397.04,-0.6967,0,0
-3.4531,-2.4098,-3.0191,585.99,1.0335,0,0
-0.0411,-0.2743,0.395,298.03,1.209,0,0
-0.2945,0.0385,0.395,431.83,-0.8143,0,0
-1.0786,-1.5227,-1.3817,655.66,-0.8287,0,0
-0.0411,0.0385,-0.2055,582.47,0.7805,0,0
-3.4531,-2.4098,-3.0191,436.16,0.5013,0,0
0.2159,0.0385,0.1036,546.95,-1.3166,0,0
2.504,1.4986,-0.2055,541.82,1.7108,0,0
0.4861,-1.5227,-0.5436,573.49,1.9785,0,0
-1.0786,-0.2743,-1.9702,457.16,1.1139,0,0
1.2702,0.6789,1.8159,415.24,-0.102,0,9999
0.4861,1.1676,0.6832,472.16,-0.0199,0,0
-0.0411,0.0385,-0.9276,577.74,0.447,0,0
0.2159,-0.2743,-1.9702,561.7,0.3631,0,0
0.2159,-1.0185,-0.9276,402.73,-0.2033,0,0
-0.2945,-1.5227,1.3297,491.71,0.9125,1,0
1.1341,0.3277,2.6934,426.65,1.0335,1,0
-0.8077,-1.0185,-0.2055,416.88,-0.2865,1,0
0.4861,-0.2743,0.6832,496.64,-0.5774,1,1
0.7826,1.9347,2.6934,491.48,-0.0984,1,0
2.504,1.4986,1.3297,558.21,1.0245,1,0
2.504,2.7571,2.6934,499.34,-0.176,1,0
0.7826,0.3277,0.0682,647.42,0.0505,1,0
-2.5423,-1.5227,-0.9276,440.08,0.0553,1,0
1.1341,0.0385,-0.0276,540.41,1.4508,1,0
-0.2945,-0.2743,-0.2055,564.96,0.9717,1,0
-0.0411,-0.2743,0.6832,433.64,-0.3152,1,0
1.1341,1.1676,1.3297,613.58,0.4106,1,0
0.2159,0.6034,1.7893,474.87,0.9132,1,0
-0.5485,0.0385,0.1036,544.94,-0.0551,1,0
2.504,1.9347,1.7893,507.05,0.1828,1,0
-1.0786,-0.2743,-0.2055,414.42,-0.4284,1,0
-0.2945,-1.0185,-0.2055,520.79,-0.9804,1,1
0.4861,0.3277,0.1036,381.13,-0.5845,1,0
1.6056,-0.2743,0.9843,489.33,0.6866,1,0
-2.0532,-2.4098,-0.5436,577.41,1.6085,0,0
-0.8077,-0.2743,-1.9702,553.93,0.16,0,0
-0.8077,-2.4098,-0.2055,368.98,0.7186,0,0
-1.0786,-0.2743,-0.5436,438.4,0.2011,0,0
-0.8077,0.0385,0.1036,414.76,-0.7159,0,0
1.6056,2.7571,1.7893,435.92,0.9125,0,0
-0.2945,-0.6208,0.9843,356.95,0.4261,0,0
-1.0786,-0.6208,0.395,310.06,0.3962,0,0
-0.5485,-0.6208,-0.5436,283.52,0.4589,0,9999
0.2159,-0.2743,1.3297,366.09,0.353,0,1
-0.0411,0.0385,-0.2055,594.01,-0.9715,0,0
-3.4531,-2.4098,-3.0191,380.04,0.1574,0,0
-1.0786,0.3277,0.1036,377.4,0.6151,0,0
2.504,2.7571,2.6934,424.22,1.0222,0,0
-3.4531,-2.4098,-3.0191,281.28,-0.9227,0,0
-1.0786,-0.6208,-1.9702,448.35,0.3712,0,0
-0.9673,-0.3956,-0.5436,407.3,0.7479,0,1
-0.0411,-1.0185,0.6832,647.74,0.9548,1,0
-0.2945,-2.4098,-0.2055,671.89,1.1069,1,0
-0.8077,0.3277,-0.9276,501.25,1.5027,1,0
0.4861,-0.6208,0.1036,624.38,-0.2104,1,1
0.7826,0.8778,0.1036,522.06,1.0522,1,0
0.4861,0.3277,-0.2055,611.43,0.6324,1,0
-0.0411,0.3277,-0.3521,485.68,0.9748,1,0
-1.0786,-0.6208,-0.5436,571.63,-0.1451,1,0
-1.1021,-0.3814,-0.2055,500.45,1.2746,1,0
0.7826,-0.2743,0.6832,560.83,0.7109,1,0
-0.1034,9999,0.9569,463.75,1.1122,1,9999
-0.8077,0.0385,0.6832,597.13,0.9819,1,0
-0.0411,-1.0185,0.6832,546.05,1.9184,1,0
9999,-0.0329,1.4786,508.24,1.3872,1,1
0.2159,-0.6208,0.1036,677.6,1.0604,1,0
-0.0287,-0.3956,-0.4768,405.2,0.7197,1,0
2.504,0.0385,0.6832,499.5,-0.0248,1,0
0.2159,-1.5227,-1.3817,637.33,0.6588,1,0
0.2159,0.6034,0.6832,467.8,1.3971,1,0
0.7826,1.4986,2.6934,525.4,0.5784,1,0
-1.0786,-0.6208,0.1036,556.89,0.4373,0,0
-2.5423,-2.4098,-1.3817,431.75,-0.5534,0,0
0.7826,1.9347,0.395,614.13,1.5528,0,0
0.2159,-0.2743,-1.9702,519.69,0.4951,0,0
-0.0411,0.3277,0.9843,494.52,0.922,0,0
1.1341,1.4986,0.9843,512.8,1.6116,0,0
-0.2945,-2.4098,-0.2055,523.3,-0.0565,0,0
-0.4453,-0.126,9999,396.24,1.6004,0,9999
-0.2945,0.6034,0.395,448.99,-0.8131,0,1
-0.0411,0.8778,0.1036,526.91,0.1825,0,0
-3.4531,-2.2534,-3.0191,476.32,-0.2149,0,0
-0.2945,-0.2743,0.9843,581.9,-0.2941,0,0
-0.0411,0.0385,0.1036,486.34,0.6499,0,0
-1.0786,-0.2743,-0.5436,440.57,0.2906,0,0
-0.2945,0.3277,0.9843,549.28,0.7109,0,0
-0.5485,0.8778,0.6832,374.11,0.5429,0,1
-0.5485,0.0385,0.1036,434.24,0.6651,0,0
-1.3298,-2.2379,-1.9702,446.18,0.7901,0,0
-3.4531,-2.4098,-3.0191,561.38,-0.7408,0,0
-0.5485,0.6034,-0.2055,608.25,-0.1312,1,0
-1.3664,-2.4098,-1.9702,372.27,0.1019,0,0
-0.8077,-0.6208,-0.5436,616.91,0.738,1,0
0.2159,1.1676,0.6832,510.78,-0.2524,1,0
-1.3664,0.6034,-0.5436,494.89,0.6312,1,0
0.7826,0.6034,0.6832,565.83,0.8209,1,0
-0.5485,-0.2743,-0.2055,628.51,0.7637,1,0
-0.0411,-0.2743,-0.2055,630.66,0.5971,1,0
-1.0786,0.6034,-0.2055,479.32,0.6318,1,0
-0.2945,0.3277,0.1036,605.95,0.4289,1,0
0.7826,-0.6208,-0.2055,574.33,0.0544,1,0
-0.5485,-1.0185,-0.2055,606.74,0.5771,1,0
0.5849,0.6034,-0.5436,583.63,0.4901,1,0
2.504,2.7571,1.7893,502.6,0.8235,1,0
1.1341,0.6034,1.7893,445.48,0.1906,1,0
-0.2945,0.8778,0.1036,533.9,1.2093,1,0
0.2159,0.8778,-0.2055,768.01,0.6949,1,0
-0.2945,-1.0185,-1.9702,629.31,1.3971,1,0
0.2159,-0.6208,-0.9276,613.09,1.3149,0,0
-3.2079,-2.2379,-3.0191,391.91,-0.6062,0,0
0.2159,0.6034,-0.5436,522.46,1.3179,1,0
0.7826,-0.2743,0.9843,399.04,0.1747,0,0
1.6056,-2.4098,0.1036,622.31,0.5532,0,0
-0.0411,-1.5227,-0.9276,561.22,0.1864,0,0
-0.2945,-1.5227,0.1036,495.24,0.0537,0,0
0.4861,-1.5227,-0.9276,630.65,0.8492,0,0
-1.0786,0.3277,-0.9276,490.27,-0.7382,0,0
-1.0786,-0.6208,-1.9702,465.02,0.8756,0,0
2.504,2.7571,2.6934,427.26,1.4472,0,0
-0.2945,-0.2743,0.1036,492.44,-0.395,0,0
-0.2945,0.0385,-1.9702,371.47,0.6116,0,0
-1.0786,0.0385,0.1036,426.14,0.7637,0,0
-0.0411,1.1676,-0.9276,638.34,1.054,0,0
-0.8077,0.0385,-0.2055,392.79,0.4503,0,0
-1.3664,0.0385,-1.9702,560.34,0.4777,0,0
-1.0786,-0.6208,0.395,455.56,0.1623,0,0
-1.3664,0.8778,-0.5436,458.67,-0.3583,1,0
-1.0786,-0.2743,-0.2055,645.03,0.5319,1,0
-0.2945,-0.2743,-0.5436,452.07,0.1717,1,1
0.7826,0.3277,0.395,410.53,-1.0229,1,1
-0.2945,0.3277,-0.5436,305.98,0.2777,1,9999
-0.8077,-1.0185,-0.2055,464.63,-2.1526,1,1
-0.0411,0.8778,0.395,595.46,-1.0216,1,0
0.7826,-0.2743,-0.9276,603.96,-1.1932,1,1
-0.2945,0.8778,-0.5436,510.86,0.2191,1,0
0.2159,-0.2743,0.395,397.82,-0.2199,1,0
-0.2945,1.9347,0.1036,565.75,-0.6811,1,0
-0.5485,-0.6208,0.395,518.49,0.0567,1,1
1.6056,0.3277,0.9843,652.66,-0.6887,1,1
